评论,分数,产品,名字,评论ID,清洗后评论,分词后评论,来源文件
Redmi K80太香了！国补入手性价比拉满，第三代骁龙8性能强劲，游戏多任务都丝滑不卡顿。6550mAh超大电池续航顶流，一天重度使用无压力。澎湃OS流畅稳定，山峦青颜值高级、手感舒服。12+256GB够用好几年，千元价位旗舰体验，闭眼冲不亏！,5,已购 山峦青 12GB+256GB,-***-,69,太香了国补入手性价比拉满第三代骁龙性能强劲游戏多任务都丝滑不卡顿超大电池续航顶流一天重度使用无压力澎湃流畅稳定山峦青颜值高级手感舒服够用好几年千元价位旗舰体验闭眼冲不亏,太香 国补 入手 性价比 拉满 第三代 骁龙 性能 强劲 游戏 多任务 丝滑 不卡顿 超大 电池 续航 顶流 一天 重度 使用 压力 澎湃 流畅 稳定 山峦 青颜值 高级 手感 舒服 够用 好几年 千元 价位 旗舰 体验 闭眼 冲不亏,商品1.csv
用了几天红米K80，性能强、续航顶、屏幕素质好，日常很稳。指纹解锁快，实用。拍照一般。综合来看是两千档很靠谱的手机，给老人用合适。,5,已购 雪岩白 16GB+256GB,-女皇陛下-,70,用了几天红米性能强续航顶屏幕素质好日常很稳指纹解锁快实用拍照一般综合来看是两千档很靠谱的手机给老人用合适,几天 红米 性能 续航 屏幕 素质 日常 很稳 指纹 解锁 实用 拍照 一般 综合 来看 两千 手机 老人 合适,商品1.csv
"Redmi K80太值了！享国家补贴性价比拉满
三代骁龙8性能强劲，游戏与多任务都流畅。
6550mAh大电池续航超顶，彻底告别电量焦虑。
澎湃OS流畅稳定，日常使用顺滑。雪岩白颜值
高、手感好，12GB+256GB大内存够用，5G信号
稳定。两千档性价比旗舰，红米真香！收",5,已购 雪岩白 16GB+256GB,jd_CzYvqlbKwhCY,71,"太值了享国家补贴性价比拉满
三代骁龙性能强劲游戏与多任务都流畅
大电池续航超顶彻底告别电量焦虑
澎湃流畅稳定日常使用顺滑雪岩白颜值
高手感好大内存够用信号
稳定两千档性价比旗舰红米真香收",太值 国家补贴 性价比 拉满 三代 骁龙 性能 强劲 游戏 多任务 流畅 电池 续航 超顶 彻底 告别 电量 焦虑 澎湃 流畅 稳定 日常 使用 滑雪 岩白 颜值 高手 感好 内存 够用 信号 稳定 两千 性价比 旗舰 红米 真香收,商品1.csv
这款手机外观时尚，轻薄便携，握持感佳。性能强劲，运行流畅，玩游戏看视频都不卡顿。拍照清晰，色彩还原度高。电池续航也不错，很值得入手。,5,已购 玄夜黑 12GB+256GB,l1o1361atx54s0,72,这款手机外观时尚轻薄便携握持感佳性能强劲运行流畅玩游戏看视频都不卡顿拍照清晰色彩还原度高电池续航也不错很值得入手,手机 外观 时尚 轻薄 便携 握持 感佳 性能 强劲 运行 流畅 玩游戏 视频 不卡顿 拍照 清晰 色彩 还原 度高 电池 续航 不错 值得 入手,商品1.csv
"外形外观：精致典雅，大气厚重
屏幕音效：屏幕清晰，色彩饱和
运行速度：运行流畅，不卡顿
待机时间：超长时间待机能力",5,已购 玄夜黑 12GB+256GB,j***加,73,"外形外观精致典雅大气厚重
屏幕音效屏幕清晰色彩饱和
运行速度运行流畅不卡顿
待机时间超长时间待机能力",外形 外观 精致 典雅 大气 厚重 屏幕 音效 屏幕 清晰 色彩 饱和 运行 速度 运行 流畅 不卡顿 待机时间 超长 时间 待机 能力,商品1.csv
这个价位，红米K系列值得购买。做工挺好，流畅度不错，给父母日常使用非常合适。颜值做的也挺好，千元机里面算好看的了。,5,已购 玄夜黑 12GB+256GB,33594ue8kg91m9,75,这个价位红米系列值得购买做工挺好流畅度不错给父母日常使用非常合适颜值做的也挺好千元机里面算好看的了,这个 价位 红米 系列 值得 购买 做工 流畅 不错 父母 日常 使用 非常 合适 颜值 千元 里面 好看,商品1.csv
京东快递次日达，我的红米note9卡的不要不要的，支付拍照得重启才行，用了将近5年，千元机已经很满足了，迫不及待的打开红米k80新机希望能够战斗5年,5,已购 山峦青 12GB+256GB,阿***8,76,京东快递次日达我的红米卡的不要不要的支付拍照得重启才行用了将近年千元机已经很满足了迫不及待的打开红米新机希望能够战斗年,京东 快递 次日 米卡 不要 不要 支付 拍照 重启 行用 将近 千元 已经 满足 迫不及待 打开 红米 新机 希望 能够 战斗,商品1.csv
手机收到工作人员现场激活，送货快动作流畅，用了几天手机响应速度还算可以中规中矩，国产屏幕色彩冷淡免强应付用，拍照效果一般没有微距和长镜，电池可以充电也快。,5,已购 雪岩白 12GB+256GB,jd_136804dis,77,手机收到工作人员现场激活送货快动作流畅用了几天手机响应速度还算可以中规中矩国产屏幕色彩冷淡免强应付用拍照效果一般没有微距和长镜电池可以充电也快,手机 收到 工作人员 现场 激活 送货 动作 流畅 几天 手机 响应速度 可以 中规中矩 国产 屏幕 色彩 冷淡 免强 应付 拍照 效果 一般 没有 微距 长镜 电池 可以 充电,商品1.csv
这款小米K八零之前我有个朋友都是米粉，推荐我小孩用的，之前那个不知道是小米几，然后他玩的游戏比较内存比较大，然后现在换这个说这个还可以值得推荐入手，不会玩着玩着卡跟手机发烫,5,已购 汐月蓝 12GB+512GB,j***2,78,这款小米八零之前我有个朋友都是米粉推荐我小孩用的之前那个不知道是小米几然后他玩的游戏比较内存比较大然后现在换这个说这个还可以值得推荐入手不会玩着玩着卡跟手机发烫,小米 八零 之前 朋友 米粉 推荐 小孩 之前 那个 知道 小米 然后 游戏 比较 内存 比较 然后 现在 这个 这个 可以 值得 推荐 入手 不会 手机 发烫,商品1.csv
手机不错，但是买完又降价了，不开心,3,已购 玄夜黑 12GB+512GB,什么玩意ly,79,手机不错但是买完又降价了不开心,手机 不错 但是 降价 开心,商品1.csv
手机配送特别快，次日达非常划算，然后这个价格也是相当不错的。果普之后非常好，手机性能也很好，已经用了一段时间非常推荐，给爸爸买的用起来很流畅,5,已购 汐月蓝 12GB+256GB,一心求学好少年,80,手机配送特别快次日达非常划算然后这个价格也是相当不错的果普之后非常好手机性能也很好已经用了一段时间非常推荐给爸爸买的用起来很流畅,手机 配送 特别 次日 非常 划算 然后 这个 价格 相当 不错 果普 之后 非常 手机 性能 已经 一段时间 非常 推荐 爸爸 起来 流畅,商品1.csv
早就想买一部红米手机，最近听说手机要涨价于是当即入手了K80 256GB，这部手机性价比极高，很满意。,5,已购 玄夜黑 12GB+256GB,79w8sz96j12wvv,81,早就想买一部红米手机最近听说手机要涨价于是当即入手了 这部手机性价比极高很满意,早就 一部 红米 手机 最近 听说 手机 涨价 于是 当即 入手 部手机 性价比 极高 满意,商品1.csv
手机质量很好，拍照很清晰，外观设计精美，屏幕显示效果很好，电池续航能力强，系统很流畅，播放音乐很好听，信号稳定，值得购买,5,已购 雪岩白 12GB+256GB,L***云,82,手机质量很好拍照很清晰外观设计精美屏幕显示效果很好电池续航能力强系统很流畅播放音乐很好听信号稳定值得购买,手机 质量 拍照 清晰 外观设计 精美 屏幕显示 效果 电池 续航 能力 系统 流畅 播放 音乐 好听 信号 稳定 值得 购买,商品1.csv
"外形外观：外观好看轻薄
屏幕音效：屏幕显示效果很好双扬声器立体声听着听歌看视频不错
拍照效果：拍照还可以
运行速度：处理器速度快玩游戏都很好
待机时间：一天一冲差不多",5,已购 山峦青 12GB+256GB,小子萌文,83,"外形外观外观好看轻薄
屏幕音效屏幕显示效果很好双扬声器立体声听着听歌看视频不错
拍照效果拍照还可以
运行速度处理器速度快玩游戏都很好
待机时间一天一冲差不多",外形 外观 外观 好看 轻薄 屏幕 音效 屏幕显示 效果 扬声器 立体声 听歌 视频 不错 拍照 效果 拍照 可以 运行 速度 处理器 速度 玩游戏 待机时间 一天 一冲 差不多,商品1.csv
给妈妈换的新手机，现在红米越来越经用了，越来越流畅，充电速度杠杠的，适合年纪大的用，价格实惠,5,已购 玄夜黑 12GB+256GB,jd_156290vrd,84,给妈妈换的新手机现在红米越来越经用了越来越流畅充电速度杠杠的适合年纪大的用价格实惠,妈妈 新手机 现在 红米 越来越 经用 越来越 流畅 充电 速度 杠杠 适合 年纪 价格 实惠,商品1.csv
旧手机用的红米k60e这次有国补果断入手了k80，这颜值没得说，是真好看手感也好,5,已购 雪岩白 12GB+512GB,隔***7,85,旧手机用的红米这次有国补果断入手了这颜值没得说是真好看手感也好,手机 红米 这次 有国补 果断 入手 颜值 没得说 好看 手感 也好,商品1.csv
用着还不错，里面挺流畅，容量都比较大，平时存个视频，照片啥的完全够用，原来的60丢了，这是新买的,5,已购 玄夜黑 16GB+1TB,冲浪二族,86,用着还不错里面挺流畅容量都比较大平时存个视频照片啥的完全够用原来的丢了这是新买的,不错 里面 流畅 容量 比较 平时 存个 视频 照片 完全 够用 原来,商品1.csv
从k30换过来的，手感很好，用起来也很顺畅，屏幕音效都很不错，红米还是相当好用的，快递也很快。,5,已购 玄夜黑 12GB+256GB,j***j,87,从换过来的手感很好用起来也很顺畅屏幕音效都很不错红米还是相当好用的快递也很快,换过来 手感 起来 顺畅 屏幕 音效 不错 红米 还是 相当 好用 快递 很快,商品1.csv
还行吧，CPU性能也比较强，屏幕亮度还可以，不会像k401样那么差，自动调节也还行，手感也还可以,5,已购 雪岩白 12GB+512GB,jianshouzhi,88,还行吧性能也比较强屏幕亮度还可以不会像样那么差自动调节也还行手感也还可以,还行 性能 比较 屏幕 亮度 可以 不会 像样 那么 自动 调节 还行 手感 可以,商品1.csv
外观设计漂亮。中间是金属材质，送了原厂贴膜和套。白色有浮雕，国家补贴后这个价位能买到实在无敌了,5,已购 雪岩白 12GB+256GB,师傅仔1980,89,外观设计漂亮中间是金属材质送了原厂贴膜和套白色有浮雕国家补贴后这个价位能买到实在无敌了,外观设计 漂亮 中间 金属 材质 原厂 贴膜 白色 浮雕 国家补贴 这个 价位 实在 无敌,商品1.csv
有国补就是实惠，京东送货上门需要当面激活。手机手感超好，拍照性能都满意，电池也够大。,5,已购 玄夜黑 12GB+256GB,liiu,90,有国补就是实惠京东送货上门需要当面激活手机手感超好拍照性能都满意电池也够大,有国补 就是 实惠 京东 送货上门 需要 当面 激活 手机 手感 超好 拍照 性能 满意 电池,商品1.csv
软件启动很快，外放声音刚好，操作很流畅，屏幕色彩很鲜艳，快递也很快，还用国补，比较实惠。,5,已购 玄夜黑 12GB+512GB,jd_156753yyn,91,软件启动很快外放声音刚好操作很流畅屏幕色彩很鲜艳快递也很快还用国补比较实惠,软件 启动 很快 外放 声音 刚好 操作 流畅 屏幕 色彩 鲜艳 快递 很快 还用 国补 比较 实惠,商品1.csv
"红米K80设计很精致，颜色也很耐看，性能表现让我很满意。
充电特别快，电量很大，可以用很久，值得购买",5,已购 雪岩白 12GB+256GB,Like小时光,92,"红米设计很精致颜色也很耐看性能表现让我很满意
充电特别快电量很大可以用很久值得购买",红米 设计 精致 颜色 耐看 性能 表现 满意 充电 特别 电量 很大 可以 值得 购买,商品1.csv
"拍照效果：很好
运行速度：快
待机时间：电池容量大
其他特色：送的手机壳很有质感
屏幕音效：屏幕护眼",5,已购 雪岩白 12GB+256GB,jd_e3hhri738rg7jc,93,"拍照效果很好
运行速度快
待机时间电池容量大
其他特色送的手机壳很有质感
屏幕音效屏幕护眼",拍照 效果 运行 速度 待机时间 电池容量 其他 特色 手机 质感 屏幕 音效 屏幕 护眼,商品1.csv
