评论,分数,产品,名字,平台,来源文件
红米数字系列还是不错的，旗舰机的质感，比较水桶的配置，价格还比较合适，买来给家里老人用挺合适的。续航也不错，拍照也还行，比较满意。,5,已购 玄夜黑 16GB+256GB,小小白of,未知平台,商品1.csv
一直用小米K系列手机，价值实惠，相比其他品牌同等价位的配置较高，画面清晰，速度流畅，外形设计比较紧凑，拍照效果也有大大提升，总体感受不错。,5,已购 山峦青 16GB+512GB,心***脱,未知平台,商品1.csv
"手机收到两天了，用了感觉很好反应很快，全屏膜自带护眼功能，真的很好感觉这个价格买到很值。
使用颜色款式都喜欢，是第二次购买，对这家东西品质认可，态度满意，以后都这个牌子手机了，真的好用！",5,已购 山峦青 16GB+512GB,w***j,未知平台,商品1.csv
手机收到用了几天来评价，身机用的网络顺滑画质很不错，音质也可以，就是玩游戏手机有点发烫，电池一天光刷抖音刚好，玩游戏就要充两回电。,5,已购 玄夜黑 12GB+512GB,j***c,未知平台,商品1.csv
东西很好，很方便。16加256，1699。还要给父亲用。主要是看中芯片还可以，多用两年。2019年买的Note7Pro已经完全用不动了。希望这个手机能够再用6年。,5,已购 玄夜黑 16GB+256GB,唐先生3028,未知平台,商品1.csv
双11活动买价格还是很合适的，性价比很高，爸爸很久没换手机了，这次一次到位直接买512g内存的，对平常工作来说功能也都足够了，现在还是很顺畅的。,5,已购 玄夜黑 12GB+512GB,jd_130432glr,未知平台,商品1.csv
买第二部了，二个老人全是REDM K80，相当丝滑，老人很满意，用着顺手，屏幕也大，很适合老人用，多年的米粉，质量没的说！,5,已购 玄夜黑 12GB+256GB,jd_emmeli,未知平台,商品1.csv
送的原装壳手感不错，是跟机子同色系的深灰蓝色，盒子上写的日期是26年1月不知道是机子日期还是盒子日期，到手先升级了两次系统，还没充电，感觉还行,5,已购 汐月蓝 12GB+256GB,ax49d11gh4sr6i,未知平台,商品1.csv
颜值高，速度快，就是成电是90的，不算大，电池现在挺好用，外观颜色也可以，性价比高，枸杞不知道会不会耐用，一些,5,已购 山峦青 12GB+256GB,j***6,未知平台,商品1.csv
红米k80外观还是可以的 ，我是看中2k分辨率的屏幕才买的，骁龙处理器的处理器虽然相差了二代了，但价格便宜，性价比很高，用个二三年应该没有问题,5,已购 雪岩白 16GB+256GB,o4bh9g0s56vy9v,未知平台,商品1.csv
给妈妈买的生日礼物，之前哪款红米用了好几年了。主要是内存太小了所以果断换了这款k80，首先是性能上还是不错，而且价格上不超过二千也能接受，手感也挺好的。,5,已购 汐月蓝 12GB+256GB,南国破天,未知平台,商品1.csv
手机待机时间长了，基本都是2天一冲，半个小时就充满了。屏幕柔和，不刺眼，手感不错。价格美丽，可以入手不后悔,5,已购 雪岩白 12GB+256GB,b***u,未知平台,商品1.csv
手机性价比很高，屏幕色彩亮丽，清晰度高，外观也好看，自拍好看，充电半小时就可充满，充电超级快，待机时间长，手感舒适。非常推荐。,5,已购 山峦青 12GB+256GB,沉默的水晶,未知平台,商品1.csv
挺好的，价位也可以接受，给老人买的，够用了，很流畅，性价比高，充电快，对拍照要求不高，可以了，杠杠的,5,已购 雪岩白 12GB+256GB,赤***树,未知平台,商品1.csv
之前用的是华为手机，这次孩子推荐购买红米手机。这款手机颜值高，待机时间长，一整天都不用充电，手机也不卡顿，运行速度快，很喜欢。,5,已购 汐月蓝 12GB+256GB,j***d,未知平台,商品1.csv
红米k80的这款手机，性价比还是不错的。拍照清晰操作顺畅，充电速度也够快。就是不知道为什么指纹解锁有时候会出问题。以旧换新有点骗人，按实际情况提报的旧手机估价个上门来出的价格差很多，还不如实体店给的价格。,5,已购 汐月蓝 16GB+1TB,j***o,未知平台,商品1.csv
这款Redmi K80真香！外观简洁大气，手感舒适，系统流畅不卡顿。家人用了都说好，续航给力，拍照清晰。物流快，包装严实，客服态度也超赞～👍📱✨✨,5,已购 玄夜黑 12GB+512GB,x***h,未知平台,商品1.csv
收到货了，手机手感好，特别丝滑，手机膜紧挨着手机壳尺寸正好太完美了，客服也专业回复快，解答问题很耐心，太满意了!,5,已购 雪岩白 16GB+256GB,d***鹿,未知平台,商品1.csv
颜值不错，蛮大方的。配置也对得起这个价格，反应速度很快，同时运行几个APP都没问题，运行平稳，内存容量也够用。,5,已购 山峦青 16GB+256GB,可春可秋,未知平台,商品1.csv
这款手机自拍很好看，拍照很清晰，屏幕色彩也是非常的鲜艳，软件启动的也非常的快，屏幕也很大，字体也非常的大，当然也可以调节，声音也很很好，嗯，所以整体是非常满意的,5,已购 玄夜黑 12GB+256GB,观***峰,未知平台,商品1.csv
京东买东西送货还是很快，第二天就送到家了。宝贝品质和质量都不错，今天弄好小米换机还是很好用，新手机用起来运行速度很快，使用很方便。,5,已购 汐月蓝 12GB+512GB,a30lbnfobg9a9h,未知平台,商品1.csv
软件启动很快，阳光下看得清楚，手感舒适度也非常好，颜值呢非常高开马铃去热得蜜当中，性价比最高的不用k90 没什么区别，堪称家用天花板挑象手机推荐去跟小米15 区别就是像素没有拍照有区别。小米手机中性价比最高的也就是k80 了,5,已购 山峦青 16GB+1TB,江苏百团科技,未知平台,商品1.csv
手机收到了，正品全新，包装完好。外形漂亮，运行速度快，打游戏不卡顿。拍照效果清晰，特别是夜拍。电池续航给力，一天够用。屏幕色彩鲜艳，看着舒服。系统流畅，没什么广告。是一次非常满意的购物体验。,5,已购 玄夜黑 12GB+256GB,jd_417d6hs6jzng8k,未知平台,商品1.csv
可以，目前没有什么问题。,3,已购 玄夜黑 12GB+256GB,5***6,未知平台,商品1.csv
这款K80手机质量很好，外观也很对尚，拍照效果很不错，电池也很耐用，使用起来非常流畅，己用了一段时间了，很满意！,5,已购 玄夜黑 12GB+512GB,jd_4d7o7l6y8i5115,未知平台,商品1.csv
---上手轻薄，屏幕效果细腻，流畅度满分。电池耐用，一天下来电量依然充足。拍照清晰，夜景表现惊艳。系统简洁无广告，性价比极高，非常满意！,5,已购 玄夜黑 16GB+256GB,jd_s157u0i5jpymtt,未知平台,商品1.csv
小米k80这台手机在当前非常合适，虽然现在最新的是k90，但是90比80升级的不多，80价格优惠很多，最优惠的时候13开头给我妈买了一台，现在另一个家人手机坏了，赶紧再买一台，可惜要16开头了。,5,已购 雪岩白 12GB+256GB,萧竹00薛,未知平台,商品1.csv
红米k80这手机用了一段时间了，还不错，蛮流畅的，各方面都没有问题。红米系列用过了几部，性价比都很高。选了黑色，特显沉稳，很喜欢！,5,已购 玄夜黑 16GB+256GB,小***葵,未知平台,商品1.csv
外观漂亮，上手感觉也不错。丝滑度非常流畅，内存是256g的，够用了。整体用着很舒服，下次还会回购小米。,5,已购 山峦青 12GB+256GB,芒果小福,未知平台,商品1.csv
红米手机宛如科技宝藏!外观精致，色彩靓丽。系统搭载澎湃系统与狂暴引擎，操作顺滑、游戏流畅。大容量存储随心用，售后贴心超放心，值得拥有👍,5,已购 汐月蓝 12GB+256GB,absgtr,未知平台,商品1.csv
K80用了一周彻底被圈粉！性能续航双王炸，日常使用丝滑省心。轻薄机身手感意外的好，拍照色彩很讨喜。两千档价位能给的全给了，年度真香机无疑！,5,已购 玄夜黑 12GB+256GB,rekoba,未知平台,商品1.csv
红米手机，大品牌，值得信赖！价格实惠，性价比高，做工精细，运行速度杠杠的，满意！京东购物就是放心，发货速度快，服务态度好，送货上门，棒棒哒！！,5,已购 汐月蓝 12GB+256GB,忆***梗,未知平台,商品1.csv
红米K80手机到手，配置拉满很流畅，同价位性价比很高。外观中规中矩，金属中框和玻璃后壳手感很好，个人感觉后摄像头模组不如K70好看。,5,已购 汐月蓝 12GB+256GB,s***v,未知平台,商品1.csv
挺好用的，操作流畅，屏幕大清晰，电池容量大，很好，还是很不错，性价比高，真心不错不错，相信京东的品质，物流很快，送货上门人员态度很好,5,已购 汐月蓝 16GB+256GB,e***6,未知平台,商品1.csv
"屏幕音效：很清晰，反应也很快
拍照效果：很快，很清晰
运行速度：很快，现在手机处理器真心不错，约来约快，一点都不卡顿",5,已购 雪岩白 12GB+256GB,p***6,未知平台,商品1.csv
手机很漂亮，运行非常流畅，显示很清晰，电池容量大充电速度快，拍照也是很不错的，价钱很便宜，性价比很高。,5,已购 雪岩白 12GB+256GB,去***8,未知平台,商品1.csv
活动价1900多到手。手机挺重的，性价比可以，电池玩一天没问题。送了个哑光的手机壳，用不习惯，就自己买了个透明的。,5,已购 玄夜黑 12GB+512GB,b***t,未知平台,商品1.csv
红米K80质量特别好，红米手机性价比超高，正好双十一活动力度很大，加上国补，果断出手，系统流畅，手感丝滑，正式不错的宝贝。,5,已购 玄夜黑 12GB+512GB,lida410608,未知平台,商品1.csv
现在买红米k80的时机很好，性价比很高，正好是九零刚换代不久的时候，前一代顺势降价，对于我而言，绝对是大大的够用了。黑色典雅大气，外观一级棒。,5,已购 玄夜黑 12GB+256GB,j***8,未知平台,商品1.csv
系统功能贴心实用，跨端互联便捷高效，快充补能迅速，影像覆盖全场景，千元机也有旗舰级体验。性能释放稳定，久用不卡,5,已购 玄夜黑 16GB+256GB,伊凡321,未知平台,商品1.csv
给老人家买的。主要是打电话，看看微信刷刷视频。老人家觉得挺满意的，比如大电池、2K屏、声音清晰等等。,5,已购 山峦青 16GB+512GB,姬疯,未知平台,商品1.csv
"给妈妈买的生日礼物之前红米用了好几年了。主要是内存太小了所以果断换了这款k80,首先是性能上是不错，而且价格上也能接受,手感也挺好的。",5,已购 汐月蓝 16GB+512GB,最***c,未知平台,商品1.csv
这款手机的外观设计简洁大方，屏幕显示清晰，拍照效果一流，运行速度飞快，电池续航持久，性价比超高，绝对值得入手！[拇指向上],5,已购 玄夜黑 12GB+512GB,小***5,未知平台,商品1.csv
给家里父母换的红米K80手机，之前用的K60，国家补贴价格也不错，15OO多的，品质和K60一样，很实用，屏幕很好，2K屏幕。看东西不费眼。推荐。,5,已购 玄夜黑 12GB+256GB,j***6,未知平台,商品1.csv
朋友推荐购买的手机，性价比比较高。刚开始用，暂时没有发现卡顿的情况，手感对于女生来说，有点大。可能男孩子比较合适。,5,已购 雪岩白 16GB+1TB,j***6,未知平台,商品1.csv
不错很薄 手机很实用，轻重刚好 送来很快拍照清晰性能也可以，不错的，容量很大，正品512g很适合，装备牛，,5,已购 玄夜黑 12GB+512GB,柿子ww459,未知平台,商品1.csv
旧手机不行了，想着双十一有活动换个新的。上个也是京东自营购买的红米手机，这次同样选择京东自营。发货速度快，第二天就收到了，用了两天没问题。京东自营质量有保障。,5,已购 雪岩白 16GB+256GB,___Man---,未知平台,商品1.csv
这款手机整体表现很赞，外观简约耐看，机身轻薄易携带。屏幕显示舒服，长时间用不累眼，性能应对日常需求完全够用，运行一直流畅。续航给力，全天使用电量充裕，充电速度也快。综合配置均衡无短板，性价比突出，作为日常主力机很合适,5,已购 玄夜黑 12GB+256GB,6363s2qdkuyz8q,未知平台,商品1.csv
下回有时间有精力还要买一款k80。主要替换掉现役最差的手机。这个价格，这个配置，让我们这些老年人弄得很放心。不担心是坏机子拿来充好的。京东品质。不错。,5,已购 汐月蓝 12GB+256GB,_***_,未知平台,商品1.csv
手机很好，这是购买的第三个了，一直在用，价格不定期变化，很实惠，手机速度可以，不玩游戏，体会不出有多快，目前很理想。,5,已购 玄夜黑 12GB+256GB,猎月施人,未知平台,商品1.csv
