评分,评论内容,评论时间,商品规格,平台,来源文件
1,①外观看起来不错，但是送的手机壳是黑色的，套上就看不见手机后背漂亮的玻璃了，有点可惜。 ②性能还不错，目前日常办公没有卡顿，以后再测一下游戏性能。系统偶尔有点小bug，但不影响日常使用。某些如绿小鸟等等的app没法添加桌面组件，权限开了也不行，更新过app也不行，可能是兼容的问题。 ③充电很快，过程会有点微微发烫，电池容量也很大，但寿命怎样还未知。 ④前后置摄像头都中规中矩，相比其他机型和品牌不算太惊艳（也有可能是我没调校好），自带的图片编辑功能还是挺多的，比较方便。 别的用着还可以，目前还很正常，总结性价比还是非常不错的。,2025年12月1日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",未知平台,商品1.csv
1,收到货好几天了，今天刚开始用，还不错，还在摸索,2026年2月11日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,屏幕有时候会莫名其妙翻转。 无限暖暖2.0更新之后打这个游戏就会很烫。耗电也非常快。打三四个小时就要充两次。 其他游戏五六个小时都是可以从七十度电玩到二十。 值得一提的是充电速度非常快。 如果不打游戏。平时看看小说刷刷抖音用一天是没问题,2025年12月5日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",未知平台,商品1.csv
1,手机很好，很棒，性价比很高，客服小姐姐很耐心，售后处理的非常棒，请务必给他加工资,2025年12月15日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",未知平台,商品1.csv
1,非常顺滑好用，物美价廉，值得入手,2026年2月9日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,非常好用，国货之光，性价比之王,2026年2月9日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,物流很快，包装完整无破损，是正品有保证,2025年12月21日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,国补买手机就是方便。这个价格当个备用机确实不错,2026年2月8日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",未知平台,商品1.csv
1,手机很漂亮，买给老婆的，老婆很喜欢,2025年12月20日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,很丝滑，性能确实不错，价格现在加上国补和平台补贴确实性价比很高，值得买。,2026年2月5日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,性价比无敌（1400入的）王者可以120帧。,2026年2月4日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,给小孩用的，还是挺流畅的，孩子玩游戏无障碍！,2026年2月4日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,红米K80手机流畅度不错，屏幕大小适中，偏小一点，不会厚重。 一些不足之处是：电池容量不太大，感觉也不太耐电；一些功能不太先进和完善，比如相册方面，视频没有截图功能，播放之后没有删除键，要退出返回才有；还有一些功能也比较落后；手机比较容易发烫，尤其是天气热的时候吧，但是我是普通使用，不玩游戏就还好。 手机上市后一年左右买的，价格比较便宜一点吧。,2025年12月3日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",未知平台,商品1.csv
1,一直使用红米，国补后1千4百多，第三天就到了，价格便宜，性价比高。,2026年2月3日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,一直用小米红米，还有前年买的红米note12t，家里人也在用,2026年2月2日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,老妈用着还行，挺流畅的，希望能用个7-8年，不出问题就最好了。,2026年2月2日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,手机很不错，很有分量，入手冰冰凉凉的。送的手机壳手感很不错，就是后摄像头太大了，感觉保护不了摄像头的玻璃。所以重新买了个手机壳。,2025年12月12日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,用了一个星期才来评价，目前没有什么问题，可能是没有试过大游戏，只是刷视频玩支付宝小程序游戏，没有卡顿现象，买回来先升级系统到3.0.4.0，没出现高温现象，没有对比性，不确定升级系统是不是越升越好用。目前看没有问题，给好评了。后面用段时间再追评吧！,2025年12月25日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,挺好的，买给老人家用，国补优惠些，好评,2026年1月1日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,手机外观好看，信号太好了，电池也非常经用,2026年1月1日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,发货很快，昨天下单，今天就收到了，至于手机，使用一段时间再来评价,2026年1月12日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",未知平台,商品1.csv
1,不愧销量这么高呀，裸机也挺好看的。玩光遇很流畅。音质一般，但是一千七我还要啥啊,2025年12月16日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,不错不错，给我妈买的，跟我的K80Pro速度差不多，电池比我的抗用。,2025年12月22日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,很流畅，送货上门，次日到,2025年12月15日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,物流很快，一天就送到了，用了国补很划算,2026年1月10日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,质量好，使用也流畅,2026年3月2日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,非常满意 一切正常 正品 好评哦,2025年12月30日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,小米手机依旧好，手机也非常好看,2026年3月1日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,买给老**，手机不错，物流很快,2026年2月28日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,太好用了，又好看,2026年2月26日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,还不错，买给老爸用，平时听听书，功能足够了,2026年1月24日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,物流超快，手机小米出品必属精品！！！,2026年2月25日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",未知平台,商品1.csv
1,ok啊牛*克拉斯买下k80了，感谢国补,2026年2月24日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",未知平台,商品1.csv
1,极具性价比，配置也0K，一如既往的支持小米红米！ ,2025年12月21日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,有国补价格实惠,2026年2月23日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,一直用的小米，这次买个红米用，丝滑流畅，电池耐用,2025年12月29日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,买错了，以为K80是最新款，想不到有K90了，也不错，老人用用也够了，价格也很香。,2026年2月19日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,这个已经买了3次了。性能好，已经给家里人全换了,2026年1月22日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,非常好，给老妈换的，十分好用,2026年2月18日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,物流超级快，用几天看看效果，目前感觉状态良好！,2026年1月20日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",未知平台,商品1.csv
1,挺好的，就是屏幕颜色有点淡，色彩没那么鲜艳。,2026年1月19日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,目前还不错，价格有点小贵，期待耐久性,2026年1月5日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,还挺好用的，，很喜欢😍,2025年12月18日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,现在入手性价比拉满 国补 以旧换新 到手九百出头 完美,2026年1月4日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,很不错的手机，机身外形，材料，功能，性价比都很好,2026年1月4日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",未知平台,商品1.csv
1,米粉就喜欢小米的手机！喜欢小米的系统，喜欢小米的设计！质量不错价格实惠！功能强大,2025年12月17日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",未知平台,商品1.csv
1,使用感觉还不错 很流畅。小爱童鞋蛮有用的。,2026年1月16日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,运行流畅不卡顿，充电速度比较快。,2025年12月24日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,还行吧，用惯了还可以 我不打游戏，上上网。性能足够足够了，哎呀，可惜屏幕能够升级就好了 ,2025年12月9日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,该用户觉得商品非常好，给出5星好评,2025年12月9日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,价格实惠，到货很快。,2026年1月14日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",未知平台,商品1.csv
1,不错，前天晚上下单，第二天一早就到了。手机也不错，很有份量感,2026年1月14日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",未知平台,商品1.csv
1,去店里试用了一下挺好的，实体价格贵个两百的样子,2025年12月15日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",未知平台,商品1.csv
1,用了四年k50，终于换心机。心机用起来很丝滑！因为小米互传软件信息直接同步，用着很舒服,2025年12月15日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",未知平台,商品1.csv
1,给老人买的，姥姥用着很开心。,2026年2月2日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,不错，加上国补还是比较划算的…… ,2026年2月1日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,经过几天使用，手机很流畅，性价比高,2026年2月1日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,这款真的太好用了，操作简单上手快，颜值还很高，用了几天体验感满分，完全不输大牌，会无限回购的！,2025年12月22日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
1,手机耗电量打游戏可以支持5小时，非常流畅不卡顿，音质也很好,2025年12月31日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",未知平台,商品1.csv
