评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件,情感分值,情感倾向
1,对比了好几款手机，最后觉得还是得这款手机，游戏玩的比较需要一款功能性好一点的，之前为子，果子都用过，说实话开不了稍高的画面，之前发热掉帧常有的事，不踩哈，也不是拖，这个用着真香，而且除了游戏拍照片也很好看，像素也针不错！总之满意,2025年12月10日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",对比了好几款手机最后觉得还是得这款手机游戏玩的比较需要一款功能性好一点的之前为子果子都用过说实话开不了稍高的画面之前发热掉帧常有的事不踩哈也不是拖这个用着真香而且除了游戏拍照片也很好看像素也针不错总之满意,对比 几款 手机 最后 觉得 还是 这款 手机游戏 比较 需要 一款 功能性 一点 之前 为子 果子 说实话 不了 画面 之前 发热 常有 不是 这个 真香 而且 除了 游戏 拍照片 好看 像素 不错 总之 满意,商品3.csv,0.9994,正向
1,手机还可以，买到迫不及待的用了，还可以，理想中的手机，比较满意,2026年1月4日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手机还可以买到迫不及待的用了还可以理想中的手机比较满意,手机 可以 迫不及待 可以 理想 手机 比较满意,商品3.csv,0.9795,正向
1,数据转换简单，换机一点都不麻烦。界面排序自动保存老的设置。玩游戏体感很好。,2026年1月28日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",数据转换简单换机一点都不麻烦界面排序自动保存老的设置玩游戏体感很好,数据 转换 简单 换机 一点 麻烦 界面 排序 自动 保存 设置 玩游戏 体感,商品3.csv,0.1164,负向
1,物流绝了！头天下单第二天就到，包装完好无破损。手机外观颜值戳中我，手感轻薄握久了不硌手。运行速度超丝滑，刷视频、玩手游完全不卡顿，切换APP秒响应。拍照效果超出预期，日常拍美食、风景都清晰有质感，色彩还原度很高。电池续航也给力，充电速度也快。客服态度超好，有问题秒回，购物体验满分，已经推荐给朋友啦,2025年11月20日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",物流绝了头天下单第二天就到包装完好无破损手机外观颜值戳中我手感轻薄握久了不硌手运行速度超丝滑刷视频玩手游完全不卡顿切换秒响应拍照效果超出预期日常拍美食风景都清晰有质感色彩还原度很高电池续航也给力充电速度也快客服态度超好有问题秒回购物体验满分已经推荐给朋友啦,物流 天下 第二天 包装 完好 破损 手机 外观 颜值 手感 轻薄 握久 运行 速度 超丝 滑刷 视频 玩手 完全 不卡顿 切换 响应 拍照 效果 超出 预期 日常 美食 风景 清晰 质感 色彩 还原 电池 续航 充电 速度 客服 态度 超好 问题 购物 体验 满分 已经 推荐 朋友,商品3.csv,1.0,正向
1,快递有点慢。用起来不错。,2026年3月2日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",快递有点慢用起来不错,快递 有点 起来 不错,商品3.csv,0.4601,中性
1,质量能打的。原子隐私系统做的不错。,2026年3月2日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",质量能打的原子隐私系统做的不错,质量 原子 隐私 系统 不错,商品3.csv,0.9095,正向
1,新机用的还不错，旧机也回收了，上门服务很方便，下次再来购买！,2026年3月1日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",新机用的还不错旧机也回收了上门服务很方便下次再来购买,新机 不错 旧机 回收 上门服务 方便 下次 购买,商品3.csv,0.4854,中性
1,好，很好，非常好 IQ手机值得购买。,2026年2月28日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",好很好非常好 手机值得购买,非常 手机 值得 购买,商品3.csv,0.982,正向
1,Iqoo 的忠实粉丝，上一台手机也用了4年，iqoo15上市了就买了，看中这款凌云配色外观不错，水墨加变色，很喜欢，游戏体验也很好,2025年12月3日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",的忠实粉丝上一台手机也用了年上市了就买了看中这款凌云配色外观不错水墨加变色很喜欢游戏体验也很好,忠实 粉丝 一台 手机 上市 看中 凌云 配色 外观 不错 水墨 变色 喜欢 游戏 体验,商品3.csv,1.0,正向
1,使用效果非常好，系统很流畅，屏幕好看，拍照效果也很好，打王者也很不错，远远超过预期，性价比超高，很值得大家入手，以后有机会还会买这个品牌。,2025年11月29日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",使用效果非常好系统很流畅屏幕好看拍照效果也很好打王者也很不错远远超过预期性价比超高很值得大家入手以后有机会还会买这个品牌,使用 效果 非常 系统 流畅 屏幕 好看 拍照 效果 王者 不错 远远 超过 预期 性价比 超高 值得 大家 入手 以后 机会 还会 这个 品牌,商品3.csv,1.0,正向
1,第一次用iQOO真的感觉很不错拍照游戏方面都很好,2026年2月20日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",第一次用真的感觉很不错拍照游戏方面都很好,第一次 真的 感觉 不错 拍照 游戏 方面,商品3.csv,0.9914,正向
1,手感不错，用着也可以，想换手机的朋友可以下单,2026年1月24日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",手感不错用着也可以想换手机的朋友可以下单,手感 不错 可以 想换 手机 朋友 可以 下单,商品3.csv,0.6427,中性
1,很不错哦，这屏幕看着比我原来那个9清晰多了，音质也很好，响应速度也快上不少，其他的功能就以后慢慢体验了,2025年12月23日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",很不错哦这屏幕看着比我原来那个清晰多了音质也很好响应速度也快上不少其他的功能就以后慢慢体验了,不错 屏幕 看着 原来 那个 清晰 音质 响应速度 不少 其他 功能 以后 慢慢 体验,商品3.csv,1.0,正向
1,充满电太慢了，ioo11S充满电20分钟，15充满电要55分钟，其他还可以,2026年1月21日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",充满电太慢了充满电分钟充满电要分钟其他还可以,充满 太慢 充满 分钟 充满 电要 分钟 其他 可以,商品3.csv,0.514,中性
1,反映很快。触感很快很好。不卡顿。摄像也够用了。打游戏反应还是很快的。后面那个氛围灯真的很爱了。也不担心不够用电量了,2025年12月10日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",反映很快触感很快很好不卡顿摄像也够用了打游戏反应还是很快的后面那个氛围灯真的很爱了也不担心不够用电量了,反映 很快 触感 很快 不卡顿 摄像 够用 打游戏 反应 还是 很快 后面 那个 氛围 真的 担心 不够 用电量,商品3.csv,1.0,正向
1,作为第一代iqoo用户，iqoo品质盲入。,2025年12月15日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",作为第一代用户品质盲入,作为 第一代 用户 品质 盲入,商品3.csv,0.5836,中性
1,快递很快，第二天就送到了，机子也没问题，很流畅，很好用，这个颜色很好看，巨喜欢！！,2025年11月30日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",快递很快第二天就送到了机子也没问题很流畅很好用这个颜色很好看巨喜欢,快递 很快 第二天 送到 机子 问题 流畅 这个 颜色 好看 喜欢,商品3.csv,0.9748,正向
1,雾灰边框质感细腻，屏幕透亮干净，简约又显档次，拿在手里肯定又顺手又有面～这手机质感好绝！雾面边框握感肯定舒服，屏幕清透看着就高级，低调又耐看～,2025年11月30日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",雾灰边框质感细腻屏幕透亮干净简约又显档次拿在手里肯定又顺手又有面这手机质感好绝雾面边框握感肯定舒服屏幕清透看着就高级低调又耐看,边框 质感 细腻 屏幕 透亮 干净 简约 档次 手里 肯定 顺手 有面 手机 质感 绝雾面 边框 握感 肯定 舒服 屏幕 清透 看着 高级 低调 耐看,商品3.csv,1.0,正向
1,非常好没有任何问题橘子橘子6系统流畅 格栅壁纸超级好看 王者荣耀各种大型游戏非常流畅不卡帧,2025年11月26日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",非常好没有任何问题橘子橘子系统流畅 格栅壁纸超级好看 王者荣耀各种大型游戏非常流畅不卡帧,非常 没有 任何 问题 橘子 橘子 系统 流畅 格栅 壁纸 超级 好看 王者 荣耀 各种 大型 游戏 非常 流畅 不卡,商品3.csv,1.0,正向
1,✨手机收到啦，凌云配色真机比图片还好看，磨砂质感高级又不沾指纹~📱续航能力真的很好，重度使用一天下来还有余电，再也不用频繁找充电器了🔋拍照效果也很清晰，日常记录生活足够用，运行速度也很畅快，切换APP毫无卡顿感~💯物流和服务态度都超赞，五星好评必须安排！👍,2025年12月4日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手机收到啦凌云配色真机比图片还好看磨砂质感高级又不沾指纹续航能力真的很好重度使用一天下来还有余电再也不用频繁找充电器了拍照效果也很清晰日常记录生活足够用运行速度也很畅快切换毫无卡顿感物流和服务态度都超赞五星好评必须安排,手机 收到 凌云 配色 真机 图片 好看 磨砂 质感 高级 指纹 续航 能力 真的 重度 使用 一天 下来 还有 余电 再也 不用 频繁 充电器 拍照 效果 清晰 日常 记录 生活 足够 运行 速度 畅快 切换 毫无 顿感 物流 服务态度 超赞 五星 好评 必须 安排,商品3.csv,1.0,正向
1,除了挂不住散热器，其他的外观性能都挺好的,2025年12月27日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",除了挂不住散热器其他的外观性能都挺好的,除了 挂不住 散热器 其他 外观 性能,商品3.csv,0.9505,正向
1,收到了，目前用着还可以吧，就是感觉有点小贵。这会听我们这边线下的说有国补了，有点后悔买早了，要不又能便宜几百块，还有在直播间被抽到中奖腾讯季卡，到现在都没有得到奖励,2026年1月5日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",收到了目前用着还可以吧就是感觉有点小贵这会听我们这边线下的说有国补了有点后悔买早了要不又能便宜几百块还有在直播间被抽到中奖腾讯季卡到现在都没有得到奖励,收到 目前 可以 就是 感觉 有点 小贵 这会 我们 这边 线下 国补 有点 后悔 便宜 几百块 还有 直播间 抽到 中奖 腾讯 季卡到 现在 没有 得到 奖励,商品3.csv,0.0067,负向
1,手机到手特意用了一段时间才来评价的，首先屏幕显示及色彩还原都非常好，通信质量及信号非常好，电池很耐用续航也非常好，整机的做工及质感非常好，要是厚度能控制在8毫米以内就更好了，不过旗舰机各种顶级配置厚度8.28也在情理之中，我是z9t换过来的，体验非常好！,2025年11月29日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手机到手特意用了一段时间才来评价的首先屏幕显示及色彩还原都非常好通信质量及信号非常好电池很耐用续航也非常好整机的做工及质感非常好要是厚度能控制在毫米以内就更好了不过旗舰机各种顶级配置厚度也在情理之中我是换过来的体验非常好,手机 到手 特意 一段时间 评价 首先 屏幕显示 色彩 还原 非常 通信 质量 信号 非常 电池 耐用 续航 非常 整机 做工 质感 非常 要是 厚度 控制 毫米 以内 更好 不过 旗舰机 各种 顶级 配置 厚度 情理之中 换过来 体验 非常,商品3.csv,1.0,正向
1,纠结了很久，最后还是选择这款手机。我对比了一下我之前使用的iQOO Neo 7，iQOO15厚度更厚。不过不知道为什么iQOO 15手机屏幕相对来说小了好多。到货后玩了一局游戏，游戏帧率稳定，画质好。其他什么的还没有体验到，后续在追评,2025年12月13日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",纠结了很久最后还是选择这款手机我对比了一下我之前使用的  厚度更厚不过不知道为什么 手机屏幕相对来说小了好多到货后玩了一局游戏游戏帧率稳定画质好其他什么的还没有体验到后续在追评,纠结 最后 还是 选择 手机 对比 一下 之前 使用 厚度 更厚 不过 知道 为什么 手机 屏幕 相对来说 好多 到货 一局 游戏 游戏 稳定 画质 其他 什么 没有 体验 后续 追评,商品3.csv,0.9999,正向
