商品ID,商品标题,价格,店铺名称,店铺标签,销量,产地,是否促销,秒杀信息,商品链接
993016602639,OPPO 一加 Ace 6T 第五代骁龙 8 超高刷电竞屏游戏AI手机一加,2399.00,一加官方旗舰店,回头客10万,3万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2125&e=Gz4r97ObKtDxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2M4gjgHjl
1003961525741,【享15%国补】vivo iQOO Z11 Turbo新品上市第五代骁龙8国家补贴大电池手机iQOO官方旗舰店官网大内存,2499.00,iQOO手机官方旗舰店,回头客30万,,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=%2FrlIQMa16MjxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1LMj3Hy
993986586355,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1850.00,祥瑞数码城,,300+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=fHHumsyWncDxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1u%2BJVBS
1014320815912,终于找到了一款高性价比的手机，大屏幕，支持5G！,348.00,紫悦数码专营店,6年老店,200+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=7mlIXqjuj2%2FxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0ReBdSs
844758148374,【购机享3期免息】REDMI K80红米k80手机官方旗舰店游戏拍照学生国补智能手机小米手机红米手机redmik80,1999.00,小米官方旗舰店,回头客700万,30万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=pVY3EPfVALzxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom3TYNWZXoA
968794543088,国行正品 Apple/苹果 iPhone 14/苹果14/13/12全网通手机三期免息,1709.00,宏图数码科技,,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=gyJf28wh3oHxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom232GHo%2F
1010969056730,【享全国10%国补】REDMI Turbo 5 Max新品红米手机小米手机小米官方旗舰店官网新品正品红米turbo5max,2199.00,小米官方旗舰店,回头客700万,3万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=KNkWVicyWVHxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0YvMNv60A
960645178998,Apple/苹果 iPhone 14苹果12/13/14 国行正品5G全网通双卡手机,1410.00,融辉数码科技,,500+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=7XzInWVDrJTxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1LSmcy48J
984462513803,【24期分期】REDMI K90红米k90手机官方旗舰店游戏拍照学生旗舰智能手机小米手机红米手机redmik90,2521.03,机御旗舰店,回头客4万,800+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=bBmpZSHPu2XxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0R3EyAZWH
1009322116275,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1910.00,华科数码城,,94人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=AWr8eiMi22jxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom3H9lCYrNb
1000069757229,Apple/苹果 iPhone12promax苹果12双卡5G国行苹果12pro正品手机,1380.00,城市科技数码,,55人付款,广东 广州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=dM5cjcoU6KvxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2aaMnu66g
1000341813964,Apple/苹果 iPhone 13 ProMax国行正品13pro苹果13手机双卡5G,1800.00,城市科技数码,,85人付款,广东 汕头,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=GyGq2G95ahTxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0IYoSn%2F
1021739384303,暗黑风蝴蝶适用于苹果17promax手机壳复古简约iphoneair时尚15/14/13小众6/7/8plus时尚xs/xr女款12/11保护套,23.50,悠月旗舰店,回头客1万,9人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=6DSDNxBkIPnxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2juCiF3UO
638752306403,【政府补贴15% 晒单返30元】HONOR/荣耀Power2 手机10080mAh青海湖电池电梯信号王天玑8500Elite官方旗舰2127,2516.55,苏宁易购官方旗舰店,回头客1000万,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2049&e=GLg7rPXi0b7xSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom35ue9VXYe
1024397171305,官方正品5G大屏长续航学生智能手机1024GB大内存电竞游戏备用机,298.00,原装正品特卖店,,11人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=J0w%2F%2BAHeASDxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1cJ2I
959877633644,华为正品5G手机！全国联保 1年免费换新,298.00,原装正品特卖店,,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2137&e=PzTXuP6iNQzxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom3ny%2BtSA
991782877436,Apple/苹果 iphone14 Promax 国行双卡5G全网通苹果14Pro正品手机,2260.00,融辉数码科技,,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=Mb6Dm5wszwTxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1LSmcy48J
993045491683,Apple/苹果 iPhone 15 Plus 苹果15 plus 原封 全新正品双卡 手机,3800.00,卓迪数码,,700+人付款,广东 汕头,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=mPh1VN8181TxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0xPOoC%2F
1010788400668,【2026新款】华强北17mini迷你小手机智能便携小巧小尺寸小屏幕儿童学生专用游戏安卓超小型备用机网红黑科技,366.00,紫悦数码专营店,6年老店,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=zL0XdWOe%2FL7xSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2IwbERz
1025290250797,【新品上市】OPPO Find N6 oppofindn6新款折叠屏手机 oppo手机旗舰官网正品店 oppofindn5大折叠手机,999999.00,OPPO欧曙专卖店,12年老店,0人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=nPefVvx%2FVTzxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2v%2FuJ
974199527610,【12期免息】Apple/苹果 iPhone 17 Pro 手机 A19 Pro 芯片 2025新款 全国联保 游戏拍照 支持淘金币,8999.00,Apple产品潮玩专营店,回头客5千,1000+人付款,浙江 杭州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=LKGM2HN1CWTxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom3ZPEN%2FN
1024242167418,满屏玫瑰小花适用苹果17promax手机壳iPhone16华为mate60pro新款Pura80可爱reno15女vivos50软x300小米17荣耀,7.80,智隶数码配件专营店,回头客2万,7人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=o28ImoQCkxjxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0GuAUH1FM
949925363711,Apple/苹果iPhone14ProMax手机14国行正品苹果14Pro双卡5G全网通,2200.00,铭源数码甄选,,88人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=rVTMbuqKsbPxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0%2BmjfGB
991465919472,【二手】Apple/苹果 iPhone 14 Pro 国行正品美版14pro原装手机,2988.00,机博士 真靠谱 认准老店,,64人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=%2FbuTOUWgGTbxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1mBihSI
657537610989,【国家补贴500元】HUAWEI Mate 80 新品华为麒麟芯片 红枫影像鸿蒙手机华为官方旗舰店mate80系列2127,4699.00,苏宁易购官方旗舰店,回头客1000万,1000+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2061&e=%2Fq4%2FP9vncjbxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom35ue9
976019560529,【国补 500 元/现货速发】Apple/苹果 iPhone 17 支持移动联通电信 5G 双卡双待手机,5999.00,Apple产品萌宠主题专营店,,300+人付款,浙江 杭州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=2RtH%2BXVk1kDxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom03ivyuo
994046639924,【新品上市】OPPO 一加 Ace 6T 一加手机官方旗舰店ace6t手机新款oppo手机 5g智能机 一加手机 ace5 ace6t,2339.00,OPPO欧佳专卖店,回头客3千,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=s8%2BTV99CqebxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1BGJFhJ
974664762415,【12期免息】Apple/苹果 iPhone 17 Pro Max 手机 全网通 2025 新款 全新国行 正品保障 多仓速发,9999.00,Apple产品权益智选专营店,回头客1万,2000+人付款,浙江 杭州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=aTDJKwUqnWHxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2Rc4JHx6c
988847430568,Apple/苹果 iPhone 14 Pro Max 原封 苹果14promax 全新正品手机,3880.00,东科数码,,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=I06gx%2BOacKvxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2aAWAcD
1012059180805,百元性价比智能手机！12GB+512GB高性能！5G全网通！,282.00,嘉橙数码专营店,回头客1千,200+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=Y3F4cWdtRVvxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2WfSIMqcd
1006661994939,Apple/苹果 iPhone 14 Pro Max 原封 苹果 14promax 全新正品手机,2799.00,华润数码,,200+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=CRjzMMumqVjxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom2zufRoj%2
860059416160,Huawei/华为 nova 10 4G手机绮境森林超广角镜头超级快充256GB,879.00,星峰甄选,,26人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=QyJyXkPN3xTxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom3MX8BOY%2
1017188962489,政府补贴15% 6期免息 晒单激活50元 华为nova 15麒麟芯片鸿蒙游戏数码学生新款华为nova15手机官方旗舰店正品,2549.00,华为华亲专卖店,回头客1万,7人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=bpEohEDNkt3xSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom3QXQHU03%
978517563071,苹果iphone15国行双卡苹果13苹果14苹果15正品iphone13现货5G手机,2008.00,幸运BABY优品数码,11年老店,2000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=ZzIt5Xqt2VnxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1YXDuYYql
844174889614,2026年新款5G全网通智能手机！30天免费试用！512GB大内存1,341.00,乐恒创数码专营店,回头客4千,700+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2093&e=DwfJIY9%2BPNPxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1LY%2BK
959626689701,【张凌赫同款 政府补贴至高立减500元】联想moto Razr60 3.6英寸外屏折叠手机5000万主摄独家定制摩托罗拉,3319.00,moto摩托罗拉旗舰店,回头客1万,900+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=fyLgOmp0AqjxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1KrPBV7Ws
1017809826644,i15 promax官方正品1024GB内存全网通智能手机6.5英寸5G备用学生,290.00,汇正数码,,23人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=jK52oliw%2B9HxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0tUZal0
1014867189017,【政府补贴】HUAWEI/华为Pura80Pro 5G手机2026年新款华为手机官方旗舰店正品官网,2177.00,天之耀数码专营店,,200+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=tHHYJJF%2BsrfxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom1RgrYfR
1025242171566,海鸥适用苹果17手机壳iphone14克莱因蓝opporeno15油画findx9小众vivos50高级感x300/iqooz11turbo/8一加ace6,17.40,凰族旗舰店,回头客2万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=5pfJKTYH46TxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom3Bwe1Twx3
978803213000,趣味比奇堡居民适用iPhone17手机壳15Promax苹果16小米14一加13情侣iQOO11丑鱼mate70华为p60红米k80男reno12,12.10,星鹏米鹃专卖店,回头客1万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1383752071&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=yigHhCgjX8TxSsamscfe1IieQQu5bV71qkJ6z%2BQQ7kmGo%2BFt6IsfuGeO%2FximyeHGgUX4pl3gom0CTjlPbO8
979154582999,【旗舰新品 现货速发】威图VERTU纬图 AGENT Q奢品直面屏AI智能体手机  安全加密三系统 礼品送礼 24期免息,29502.00,VERTU纬图旗舰店,7年老店,30人付款,四川 成都,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=Mo7arnDwqTOKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4G5eOnH
994160488413,【国家补贴至高省500元】vivo S50 学生拍照大电池大内存手机 vivo手机官方旗舰店正品官网新款s30,2609.10,vivo手机官方旗舰店,回头客30万,,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=H5pAo6D3i6eKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4GeHLP4
975622742895,新品上市OPPO Find X9旗舰正品新款4K超清实况照片天玑9500,3888.90,OPPO官方旗舰店,回头客40万,1万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2113&e=NJN5fl45%2FQ%2BKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4ER
988981343953,新品上市OPPOReno15正品新款学生智能宋雨琦精致小直屏2亿,2899.00,OPPO官方旗舰店,回头客40万,4万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2113&e=Fuubt7GHtLeKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4HAljIe
972708634672,【享15%国补】vivo iQOO 15新品第五代骁龙8至尊版2K三星屏国补游戏手机iQOO官方旗舰店官网正品大内存iqoo15,4199.00,iQOO手机官方旗舰店,回头客30万,4万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=IelKHRV70oqKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4HiIT9O
863772049349,威图【女王节礼物 历史底价5折】VERTU 纬图META1双曲屏奢品双系统隐私安全加密AI智能体手机5G商务智能礼盒,10600.00,VERTU纬图旗舰店,7年老店,90人付款,四川 成都,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=z8NocYvBFZqKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4G5eOnH
1021324474049,【新品上市 抢先付定】HONOR/荣耀Magic V6 折叠屏手机至臻黑钻屏 第五代骁龙8至尊  轻薄续航正品官方旗舰店,99999.00,荣耀官方旗舰店,回头客40万,,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2233&e=vUOykxMpvXiKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4EXUIs7
1014320815912,终于找到了一款高性价比的手机，大屏幕，支持5G！,348.00,紫悦数码专营店,6年老店,200+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=5Givi5IFSIeKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4GhB%2B
993016602639,OPPO 一加 Ace 6T 第五代骁龙 8 超高刷电竞屏游戏AI手机一加,2399.00,一加官方旗舰店,回头客10万,3万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2125&e=cyBk%2BWaHNI%2BKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4Gn
978811354627,oneplusOPPO一加 15 新品上市第五代骁龙8至尊版性能旗舰手机游戏AI手,3674.00,一加官方旗舰店,回头客10万,2万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=yWI0lee17gaKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4FrJ5kb
993986586355,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1850.00,祥瑞数码城,,300+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=L4hYAXcm5cuKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4FwXIht
1003961525741,【享15%国补】vivo iQOO Z11 Turbo新品上市第五代骁龙8国家补贴大电池手机iQOO官方旗舰店官网大内存,2499.00,iQOO手机官方旗舰店,回头客30万,,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=4pZH72evaKqKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4HiIT9O
960645178998,Apple/苹果 iPhone 14苹果12/13/14 国行正品5G全网通双卡手机,1410.00,融辉数码科技,,500+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=r8QtDn6ZcYWKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4G7lP9i
1020481671313,【原封正品】2026全新智能手机16promax电竞游戏全网通大内存千百元学生价超薄6.5英寸大屏备用老人机旗舰店,343.00,嘉橙数码专营店,回头客1千,28人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=MAf6gmBtxrGKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4FWodnX
1010969056730,【享全国10%国补】REDMI Turbo 5 Max新品红米手机小米手机小米官方旗舰店官网新品正品红米turbo5max,2199.00,小米官方旗舰店,回头客700万,3万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=prRqTQgC2FCKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4FMYlDa
844758148374,【购机享3期免息】REDMI K80红米k80手机官方旗舰店游戏拍照学生国补智能手机小米手机红米手机redmik80,1999.00,小米官方旗舰店,回头客700万,30万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=NLdFtUOzw3CKKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4FdzvjP
1021739384303,暗黑风蝴蝶适用于苹果17promax手机壳复古简约iphoneair时尚15/14/13小众6/7/8plus时尚xs/xr女款12/11保护套,23.50,悠月旗舰店,回头客1万,9人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=324024427&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=PajR3Tggjh2KKJrp90l1fi1XFAiIz0SWK85sFy3%2FKQuX7piy4EAOZZvOj%2B%2Bn4J1EXGqa%2B7I4%2B4Gqcq2M
