标题,原价,销量,店名,id,卖点,颜色,评论
OPPO A6 Pro 16GB+512GB 墨玉黑 7000mAh大电池长续航 IP69防水 流畅抗摔耐用 5G智能手机 国家补贴,2499.00,3万+,OPPO京东自营旗舰店,100269753882,"['越级流畅双引擎', '时尚外观', '5000万像素', 'NFC功能']",墨玉黑,2万+
华为手机5G新品80 Pro 24期免息手机华为2026新机上市昆仑玻璃十倍耐摔臻彩护眼屏 巨鲸续航补贴80 12+512GB 星空黑【爆款热销】 官方标配【赠90碎屏险+3年保修+蓝牙耳机】,2216.00,100+,乾诚手机专营店,10211336121072,"['鸿蒙生态', '昆仑玻璃护眼屏', '新品5G手机']",12+512GB 星空黑【爆款热销】,100+
vivo S50 16GB+256GB 深空黑 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3198.00,,vivo通讯京东自营专区,100302941900,"['超声波指纹', 'AI拍照技术', '5000万像素', '轻薄设计', 'OLED直屏', '超声波解锁', '80-119W快充', '第三代骁龙8s', '长焦Live', '主摄级长焦']",深空黑,1万+
华为nova 15 新品手机上市 麒麟8020芯片 前后红枫影像 鸿蒙AI 华为手机nova14升级版  好搭紫 512GB 官方标配,2999.00,1000+,华为手机专卖店,10205534538461,"['北斗卫星图片', '1万+手机达人浏览']",好搭紫,1000+
荣耀WIN 16+512 快开黑 第五代骁龙8至尊版 荣耀东风涡轮散热 10000mAh电池 AI 游戏手机 国家补贴,4799.00,,荣耀京东自营旗舰店,100231090911,"['绿洲护眼电竞屏', '10000mAh', '超大电池', 'AI游戏']",快开黑,1万+
新品鸿蒙旗舰 华为mate70选购,1765.00,800+,京晟鑫手机专营店,10208872822225,"['巨鲸长续航', '双五星安全', '26-49W快充', '一键北斗']",曜金黑【256GB】,500+
荣耀GT 荣耀幻影引擎 第三代骁龙8 荣耀AI绿洲护眼电竞屏 12+512 幻影黑 5G AI 新款游戏手机 国家补贴,1999.00,40万+,荣耀京东自营旗舰店,100162425498,"['FHD+高清', '绿洲护眼电竞屏', 'OLED直屏', '12GB大内存']",幻影黑,2万+
HUAWV官方正品 P70Pro手机2026新款上市16+1T内存7900大电池长续航5G全网通学生老人性价比千元机快充 冰晶蓝 豪华版：16+1024G 【全新未拆封+送豪华礼品+质保三年】,2399.00,400+,熊猫专营店,10175310932429,"['100+手机达人已买', '全新原装未拆封']",冰晶蓝,200+
OPPO Reno15 12GB+256GB 可露丽棕 2亿像素 实况拼图 5G智能小直屏 学生游戏 AI拍照手机 新品国家补贴,2999.00,,OPPO京东自营旗舰店,100219066107,"['潜望长焦', '多功能NFC', '防水防尘', '运动芭蕾美学']",可露丽棕,10万+
华为手机新品【国家补贴】70X 畅享活力版 巨鲸超能长续航鸿蒙双五星超耐摔鸿蒙手机mate全国联保1年 曜金黑【赠180只换不修+90天碎屏险+运费险】 8G+512GB 全网通 6期免息+蓝牙耳机套,2349.00,800+,优选手机通讯专营店,10210169031786,"['鸿蒙系统', '大内存储', '快充技术', '防水防尘', '超能续航', 'OLED曲面']",曜金黑【赠180只换不修+90天碎屏险+运费险】,500+
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 月影白 12GB+512GB [荣耀X70] 蓝牙,2199.00,300+,理妙实手机专营店,10203559321820,"['ip69防水', '8300大电池', '十面抗摔NFC', '12GB内存', '简约设计', '5000万像素', 'FHD+显示', '三防标准', 'OLED直屏', 'IP69防护']",月影白 12GB+512GB [荣耀X70],200+
vivo iQOO15 国家补贴 第五代骁龙8至尊版 2K三星珠峰屏 电竞芯片Q3 7000mAh蓝海大电池 旗舰电竞手机 传奇版 16GB 512GB 官方标配,4999.00,,iQOO官方旗舰店,10187863652622,,传奇版,2万+
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【冰晶蓝 512G】 豪礼套餐版【送3年保修+180天只换不修+碎屏保】,2999.00,200+,美域手机专营店,10210913186688,,【冰晶蓝 512G】,200+
华为 nova 15 256GB零度白,2499.00,1万+,京东手机自营旗舰店,100232782603,"['鸿蒙AI', '北斗卫星图片消息', '麒麟8020芯片', '5000万像素']",零度白,1000+
华为（HUAWEI）Pura70  华为P70Pro P70系列 国行正品激活 P70 冰晶蓝 12GB+256GB,3099.00,1000+,华鸿手机拼购店,10188894987324,"['高频PWM', '大底主摄', '轻薄设计', 'LTPO屏幕']",P70 冰晶蓝,500+
华为手机mate80pro 5G旗舰新品,1495.00,300+,华选手机店,10208425616032,"['地震预警', '1万+手机达人浏览', '只换不修']",【推荐】曜石黑12G(6+6)+128GB,200+
华为智选手机5G新机2026上市Nova 12 SE【24期|免息】hi系列热销榜自拍美肤NFC一亿像素官方原装正品 曜金黑256GB 官方标配,1220.00,6000+,好机汇手机旗舰店,10209807221163,"['3200万前置', '大气三防', '支持NFC', '一亿像素']",曜金黑256GB,5000+
华为（HUAWEI）Mate80 Pro 版本选购【24期|免息】新机2026上市畅享70X尊享版北斗卫星6100mAh长续航NFC曲面屏 曜金黑 512G 【官方标配】,2092.63,1000+,好机汇手机旗舰店,10206629697132,"['512G大存', 'NFC便捷', '巨鲸续航', '麒麟8000旗舰']",曜金黑,1000+
vivo iQOO Neo11 骁龙8至尊版 自研电竞芯片 2K144Hz屏 游戏手机 疾影黑 12GB+256GB国家补贴 联通特惠,2699.00,1000+,中国联通京东自营旗舰店,100320066260,"['骁龙8优质', '2K高清屏', '轻奢风格', '疾影黑色', '电竞芯片']",疾影黑,500+
一加  Ace 6T 【国家补贴】oppo 第五代骁龙 8 165Hz 超高刷电竞屏 学生游戏智能手机 闪速黑 12GB+256GB 官方标配,2599.00,800+,京诚旗舰店,10201507753860,"['性能旗舰新选择', '高性能处理器']",闪速黑,500+
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 竹韵青 12GB+512GB [荣耀X70] 蓝牙,2199.00,300+,理妙实手机专营店,10203559321826,"['ip69防水', '8300大电池', '十面抗摔NFC', 'FHD+显示', 'OLED直屏', 'IP69防护', '三防标准', 'IP69防水']",竹韵青 12GB+512GB [荣耀X70],200+
华为手机5G智选新品 80plus 2026新机上市 6620mAh巨鲸续航 红外遥控 玄甲架构 华为补贴手机mate80 幻夜黑 24GB(12+12)+256GB 耳机套餐【365天只换不修+碎屏,1959.00,100+,迪旺手机专营店,10208271518907,"['幻夜黑色', 'FHD+屏幕', '5000万像素', '玄甲架构']",幻夜黑 24GB(12+12)+256GB,100+
realme真我Neo8 OPPO 第五代骁龙8 165Hz三星高刷屏 5000万潜望长焦 智能AI游戏手机12+256白 国家补贴,2599.00,,真我realme京东自营旗舰店,100234828135,"['165Hz三星屏', '第五代骁龙8', '敬请期待', '新品发布']",起源白,2万+
华为Mate 70 Pro 重磅新品上市,2225.00,1000+,良纽手机专营店,10193265006857,"['只换不修', '2万+人加购', '安全守护', '300+人收藏']",晴空蓝8GB+256GB,1000+
荣耀WIN 12+256 不怕蓝 第五代骁龙8至尊版 荣耀东风涡轮散热 10000mAh电池 AI 游戏手机 国家补贴,3999.00,,荣耀京东自营旗舰店,100308381138,"['10000mAh', '绿洲护眼电竞屏', '东风涡轮散热', '大电池续航']",不怕蓝,5万+
华为手机5G新品 畅享80 Pro【国家补贴】24期免息手机华为昆仑玻璃十倍耐摔OLED护眼屏 补贴mate80 24GB(12+12)+512GB 星空黑 12期白条免息【运费险+碎屏险+两年延保】,2969.41,3000+,福购手机专营店,10189949499013,"['华为新机上市', '昆仑抗摔玻璃', '华为巨鲸续航', 'IP64防护', '快充技术', '红外遥控', '高清屏幕', '十倍耐摔', '昆仑玻璃', 'OLED护眼']",24GB(12+12)+512GB 星空黑,2000+
华为手机新品【国家补贴】70X 畅享活力版 巨鲸超能长续航鸿蒙双五星超耐摔鸿蒙手机mate全国联保1年 曜金黑【赠180只换不修+90天碎屏险+运费险】 8G+512GB 全网通 店长推荐+蓝牙耳机套,2089.00,800+,优选手机通讯专营店,10166930926419,"['6100大电池', '鸿蒙安全', '原装40W极速充', '月销售10W+']",曜金黑【赠180只换不修+90天碎屏险+运费险】,500+
小米（MI）REDMI K90 6.59英寸手机红米k90 骁龙8至尊版 2.5X长焦 7100mAh大电池 Bose联合调音 IP68防尘防水 白色 12GB+512GB,2899.00,1万+,小米手机官方旗舰店,10190208183280,"['骁龙8至尊版', '9万+人加购', '防尘防水', '7100mAh']",白色,1万+
华为（HUAWEI）手机华为mate80 pro版本选购 70X尊享版 24期免息 6100mAh巨鲸续航 麒麟8000芯片鸿蒙手机 流沙金【512GB】 耳机套餐版【赠一年延保+180天碎屏险】,2599.00,,迪旺手机专营店,10211073832321,"['超级NFC', '麒麟8000芯片', '大电池巨鲸续航', '鸿蒙系统', '轻薄机身', '简约风格', 'OLED曲面', '流沙金色', '高频PWM', '麒麟芯片']",流沙金【512GB】,3
华为（HUAWEI）手机华为Mate70Pro 24期免息可选 2025新机X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼 月影白 12GB+256GB【荣耀X70】 24期免息【1,2399.00,400+,越尔庆手机专营店,10203054367026,,月影白 12GB+256GB【荣耀X70】,200+
OPPO K12s 12GB+512GB 棱镜黑 7000mAh长续航大电池 OLED 直屏 骁龙学生 5G游戏千元新款手机 国家补贴,1699.00,20万+,OPPO京东自营旗舰店,100163936607,"['120Hz直屏', '红外遥控', '高清显示', '第四代骁龙6']",棱镜黑,10万+
华为手机2025新机上市畅享 70X鸿蒙【12期|免息】五星超耐摔6100mAh巨鲸长续航地震预警北斗卫星通信 曜金黑 256GB 【官方标配】【赠：季度碎屏险】,1461.05,5000+,好机汇手机旗舰店,10194750378880,"['5万+手机达人加购', '25万+人浏览']",曜金黑,2000+
vivo Y37c 超长续航,709.00,10万+,vivo京东自营旗舰店,100165699723,"['大电量持久', '150%大音量', 'AI拍摄精彩', '六面抗摔']",钛金,5万+
华为手机2026热销 卫星通信70X 尊享版 麒麟80 00八核处理器 支持NFC 卫星通信 长续航 抗跌耐摔 Mate 曜金黑【512GB】 蓝牙套装版【送3年质保+180天只换不修+碎屏险】,2884.00,600+,京余手机专营店,10204136417112,"['麒麟八核', 'OLED曲面', '卫星通信', 'NFC支持']",曜金黑【512GB】,500+
iQOO15旗舰手机国家补贴游戏电竞,4199.00,,iQOO京东自营旗舰店,100283677978,"['第五代骁龙8', '5000万像', '2K三星珠峰屏', '2K三星屏']",赛道版,10万+
华为2025上市 5G新品 智选80 pro  昆仑玻璃十倍耐摔 长续航红外遥控 男女士新款手机 星空黑 12GB+512GB 官方标配【180天只换不修+三年保修+碎屏保】,2518.00,1000+,鸿福手机专营店,10183964623168,"['官方标配', '1万+人加购', '9千+手机达人加购']",星空黑 12GB+512GB,1000+
华为手机智选80pro新品5G旗舰 红外遥控 昆仑玻璃 海量双存 鸿蒙守护五星级防水抗摔巨量电池+极速快充 晨光白12+256GB 12期|免息180天只换不修+3年保修+碎屏险,3020.00,7000+,京贸手机专营店,10199103516115,"['海量内存大电池', '鸿蒙安全守护', '新品5G旗舰']",晨光白12+256GB,5000+
vivo iQOO Z10 Turbo+ 12GB+256GB 云海白 天玑9400+旗舰芯 8000mAh超薄蓝海电池 国家补贴 电竞手机,2299.00,,iQOO京东自营旗舰店,100255132148,"['防水防尘', '高像素摄像', '自研芯片Q2', '8000mAh']",云海白,20万+
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 冰晶蓝【12+256GB】 24期|免息【赠季度碎屏险+延保+蓝牙耳机】,2399.00,200+,乾诚手机专营店,10210918743839,"['新品5G手机', '智能红外遥控', '鸿蒙生态', '简约风格', '冰晶蓝色', '大气外观', '巨鲸续航', '抗摔防水']",冰晶蓝【12+256GB】,100+
HVEIAI手机1TB大内存2026全新一代超高性能全网通5G双卡7800mAh快充长续航拍照十面抗摔全国质保6年 香颂绿 16G+1TB（1024G） 官方标配,1598.00,3000+,HVEI旗舰店,10159363665698,,香颂绿,2000+
华为（HUAWEI）手机华为Mate70pro 自选北斗旗舰华为70x手机 6100mAh大电池 北斗通信 超级NFC 抗摔防尘防水 Mate 【曜金黑 512GB】 12期免息丨送三年保修+180天,3549.00,300+,美域手机专营店,10179268231950,"['大电池续航', '抗摔防尘', '防水设计', '北斗通信']",【曜金黑 512GB】,200+
HUAWEI Mate 70 Air 12GB+512GB 金丝银锦 超薄长续航 7英寸华为临境大屏 红枫原色影像 华为手机,4399.00,,华为京东自营旗舰店,100219670881,"['红枫原色影像', '高频调光', '麒麟芯片', '防水防尘']",金丝银锦,2万+
华为手机5G新品 80pro 2025新机上市 24期免息 6100mAh长续航 昆仑玻璃红外遥控华为补贴手机80pro 星空黑20GB(8+12)+256GB 12期免息【季度碎屏险+两年质保+运费,1899.00,,唯绅手机专营店,10201093522024,"['昆仑玻璃', '超长续航', '红外遥控']",星空黑20GB(8+12)+256GB,20
小米15 【国家补贴】  新品5G小米手机 白色 12GB+256GB 官方标配,3599.00,5000+,红米手机旗舰店,10147684899794,"['80万+手机达人浏览', '55万+人加购', '5千+人已买']",白色,2000+
realme真我GT8 OPPO 骁龙8至尊版 2K 144Hz高刷直屏 5000万潜望长焦 电竞游戏学生手机京东自营12+256白,2895.00,,真我realme京东自营旗舰店,100287781646,"['2K高刷直屏', '电竞独显芯片', '高清屏幕', '三防标准']",怀特·白色,5万+
荣耀Power2 12+512 幻夜黑 10080mAh青海湖电池 天玑8500 Elite 电梯信号 5G AI 长续航手机,2999.00,6000+,荣耀通讯京东自营专区,100316982510,"['10080mAh', '超长续航', '5G高速网络', 'AI户外模式']",幻夜黑,5000+
华为（HUAWEI）手机华为Mate70Pro 新机2026上市 24期免息可选 X60 Pro十面抗摔防水 6600mAh 青海湖大电池护眼屏 典雅黑 12GB+256GB 官方标配【180天只换不,2722.00,200+,麒源手机专营店,10210837435532,"['十面抗摔', '护眼屏', '大电池续航', '轻薄机身', '防水耐磨', '护眼屏幕']",典雅黑 12GB+256GB,200+
华为nova 12 Pro 256GB 曜金黑#4K超广角镜头前置6000万人像追焦双摄 100W快充手机【赠流量卡】,2199.00,2000+,中国电信京东自营旗舰店,100160993984,,曜金黑,2000+
华为（HUAWEI）nova 15 256GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机,2499.00,600+,华为移动京东自营专卖店,100310737916,"['鸿蒙AI', '直屏设计', '麒麟8020', '臻彩OLED']",幻夜黑,500+
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 幻夜黑 12GB+512GB [荣耀X70] 24,2599.00,300+,理妙实手机专营店,10203559321825,"['8300mAh电池', '高频PWM', '12GB内存', '5000万像素']",幻夜黑 12GB+512GB [荣耀X70],200+
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 月影白 12GB+512GB [荣耀X70] 12,2399.00,300+,理妙实手机专营店,10203559321821,"['ip69防水', '8300大电池', '十面抗摔NFC', '5000万像素', '12GB内存', 'OLED直屏', '三防标准', '高频PWM']",月影白 12GB+512GB [荣耀X70],200+
华为2025上市 5G新品 智选80 pro  昆仑玻璃十倍耐摔 长续航红外遥控 男女士新款手机 星空黑 12GB+512GB 官方标配【180天只换不修+三年保修+碎屏保】,2518.00,1000+,鸿福手机专营店,10183964623168,"['官方标配', '1万+人加购', '9千+手机达人加购']",星空黑 12GB+512GB,1000+
华为手机2025新机上市鸿蒙5G智选新品80Pro 手机华为 昆仑玻璃护眼屏 超窄边框防水防尘 补贴Mate80pro 星空黑 12GB+512GB 24期免息【180天只换不修+三年质保+碎屏险】,2662.00,300+,越尔庆手机专营店,10205430504877,"['轻薄机身', '防水防尘', '超窄边框', '高频PWM', '昆仑玻璃']",星空黑 12GB+512GB,200+
华为手机智选2025上市 5G新品旗舰80pro 红外遥控海量存储五星防水抗摔昆仑玻璃+玄甲机身鸿蒙生态mate 星空黑12GB+512GB 官方|标配 180天只换不修+3年质保+碎屏保,2909.00,1000+,京科手机专营店,10205027678634,"['昆仑玻璃鸿蒙守护', '5000万像素', '生活防水', 'OLED直屏']",星空黑12GB+512GB,1000+
【小米官方旗舰店】REDMI K90,2599.00,1万+,小米手机官方旗舰店,10190208183274,"['骁龙8至尊版', '7100mAh', '100W快充', '2.5X长焦镜']",黑色,1万+
华为（HUAWEI）nova 15 Pro 华为手机新品上市 麒麟9系芯片 前后红枫影像 鸿蒙AI 超动态臻彩护眼屏鸿蒙智能手机 零度白 12GB+256GB 官方标配,3449.00,400+,华为大鹏专卖店,10205546607753,,零度白,200+
vivo Y500 Pro 2亿HP5旗舰级主摄,2599.00,,vivo京东自营旗舰店,100218477411,"['天玑7400芯片', '7000mAh', 'IP68防水', 'OLED屏幕']",祥云金,2万+
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【曜金黑 512GB】 12期免息【180天只换不修+三年质保+碎屏险】,2568.00,200+,和质点手机专营店,10210913742941,"['五星抗摔', '一键北斗', '大电池续航', '防水防尘']",【曜金黑 512GB】,200+
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 星海蓝 20GB(8+12)+256GB 24期白条| 365天只换不修+,3399.00,,唯绅手机专营店,10208656492483,"['红外遥控', '巨鲸续航', '昆仑玻璃']",星海蓝 20GB(8+12)+256GB,15
HONOR荣耀Power2   10080mAh青海湖电池 天玑8500 Elite 电梯信号 新品5G大内存 AI 长续航手机  12GB+256GB 雪原白 12期免息【赠30天碎屏保+2年延保】,3099.00,,优品手机通讯专营店,10211954816417,"['超1万人店内购买', '店铺被1万人种草']",12GB+256GB 雪原白,5000+
华为（HUAWEI）手机华为mate80 pro版本选购24期【免息】70X尊享版 6100mAh巨鲸长续航 麒麟8000芯片鸿蒙手机 曜金黑【512GB】 官方标配【季度碎屏险+2年质保】,2599.00,,德凯英顿手机专营店,10208391808395,"['麒麟8000芯片', '超级NFC', '大电池巨鲸续航', 'IP64防护', '简约风格', 'NFC功能', '大气外观', '巨鲸续航', '麒麟8000', '高频PWM']",曜金黑【512GB】,6
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 星空黑 24GB(12+12)+512GB 礼包套装 | 365天只换不修,3199.00,,唯绅手机专营店,10208656492493,"['巨鲸续航', '昆仑玻璃', '防尘防水', '大电池续航', '大内存流畅', '昆仑玻璃屏', '红外遥控']",星空黑 24GB(12+12)+512GB,15
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 晨光白 24GB(12+12)+512GB 12期白条| 365天只换不修,3499.00,,唯绅手机专营店,10208656492497,"['红外遥控', '巨鲸续航', '昆仑玻璃']",晨光白 24GB(12+12)+512GB,15
【准新机】Apple【至快次日达】苹果17promax 国行正品,10187.00,5万+,聚纹荟手机买手店,10187677543439,,17Promax  6.9英寸    星宇橙色,5000+
真我Neo8 OPPO 第五代骁龙8 大内存性价比 165Hz三星高刷屏 智能游戏拍照手机16+512白 国家补贴,3399.00,,真我realme京东自营旗舰店,100235603497,"['轻薄设计', 'OLED直屏', '潜望长焦', '8000毫安电池']",起源白,2万+
vivo iQOO 15 王者游戏电竞手机,4699.00,,iQOO京东自营旗舰店,100283677984,"['2K三星珠峰屏', '快充技术', '超清画质', '自研芯片Q3']",凌云,10万+
荣耀X70 12+512 幻夜黑 金标十面抗摔 80W无线超级快充 IP69防水 AI手机【赠话费券】国家补贴,1999.00,5万+,京东手机自营旗舰店,100257209568,"['NFC功能', '红外遥控', '荣耀最大电池', '防水防尘']",幻夜黑,2万+
华为pura80pro 手机 官方正品 现货速发,5299.00,1000+,炜东电商旗舰店,10161194027103,,釉黑,500+
iQOO Z11 Turbo 12GB+256GB 天光白 骁龙8Gen5 学生游戏手机 +9.9元赠1年碎屏险,2499.00,,iQOO京东自营旗舰店,100314140846,"['高性能处理器', '骁龙8Gen5', '天光白配色', '256GB存储']",天光白,1万+
小米REDMI Note14 金刚品质 5110mAh大电量 大光圈超感相机 8GB+128GB子夜黑 红米5G手机 国家补贴,888.00,30万+,小米京东自营旗舰店,100143837568,"['超长续航', '快速充电', '轻薄设计', '强劲性能']",子夜黑,20万+
华为 Mate 80 16GB+512GB,5499.00,,华为京东自营旗舰店,100299110308,"['AI智能', '大屏显示', '防水防尘', '超可靠玄武架构']",晨曦金,10万+
华为nova 12 Pro 256GB 曜金黑#4K超广角镜头前置6000万人像追焦双摄 100W快充手机【赠流量卡】,2199.00,2000+,中国电信京东自营旗舰店,100160993984,,曜金黑,2000+
HUAWEI Mate 80 12GB+256GB曜石黑 麒麟9020 第二代红枫影像鸿蒙AI 华为手机【赠话费券】,4699.00,1万+,京东手机自营旗舰店,100226416337,"['第二代红枫影像', '户外探索模式', '第二代昆仑玻璃', 'AI大模型', '防水防尘', 'NFC功能', '全焦段影像', '红外遥控']",曜石黑,200+
vivo S50 16GB+256GB 悠悠蓝 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3199.00,,vivo通讯京东自营专区,100227012465,"['第三代骁龙8s', '超声波指纹', '长焦Live', '主摄级长焦']",悠悠蓝,1万+
vivo iQOO Z11 Turbo 12GB+512GB 极夜黑骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,2999.00,,iQOO通讯京东自营专区,100236132043,"['轻奢设计', '快充技术', '高速性能', '电竞芯片', '大内存畅享', '超清主摄']",极夜黑,2000+
华为手机新品mate70pro上市,1478.00,700+,优达数码手机店,10196101933481,"['只换不修', '400+人已买', '抗摔防水', '官方标配']",曜石黑 6GB+128GB,500+
华为新品5G手机 2025智选新机上市 80pro 24期免息 6100mAh长续航红外遥控昆仑玻璃华为补贴手机mate80 星空黑【20GB(8+12)+256GB】 豪礼套装 | 365天只换不修,2499.00,400+,德凯英顿手机专营店,10186192915497,"['红外遥控', '超长续航', '快充技术', '巨鲸续航']",星空黑【20GB(8+12)+256GB】,200+
vivo Y500 Pro 12GB+512GB 钛黑 【通讯】2亿HP5旗舰级主摄 7000mAh蓝海电池 AI影像手机,2399.00,1000+,vivo通讯京东自营专区,100225256233,"['2亿HP5主摄', '持久流畅', 'AI影像', '大气外观', '红外遥控', '7000mAh', '大容量电池', '旗舰主摄']",钛黑,1000+
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 20GB(8+12)+256GB星空黑 耳机套装版【赠1年延保+季度碎屏险】,1946.00,300+,迪旺手机专营店,10211027867241,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航', '大容量存储', '十倍耐摔', '大屏显示', '大气外观', '超长续航', '红外遥控']",20GB(8+12)+256GB星空黑,34
HUAWEI Pura 80 Pro+ 旗舰手机  一英寸高动态主摄 个性色卡AI辅助构图 华为pura80pro+手机 现货速发 釉黑 16GB+512GB全网通 官方标配,6099.00,1000+,炜东电商旗舰店,10161195051814,,釉黑,1000+
vivo S50 16GB+512GB 深空黑 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3399.00,,vivo通讯京东自营专区,100302941918,"['OLED直屏', '长焦拍摄', '超清主摄', '第三代骁龙8s']",深空黑,1万+
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星空黑 24期白条【赠1年延保+季度碎屏险,2886.00,300+,迪旺手机专营店,10211027867261,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+512GB星空黑,34
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 玄武灰【12GB+256GB】[荣耀x60pro] 蓝,2262.00,300+,理妙实手机专营店,10206834951402,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水', '十面抗摔', 'AI影像', '防水设计', '12GB内存', '6600mAh', '一亿像素', 'OLED曲面']",玄武灰【12GB+256GB】[荣耀x60pro],200+
乐易X200 Pro八核纯净系统智能手机6.5英寸高清拍照长续航双卡双待256GB大内存性价比学生老人备用机 蓝色 8GB+128GB 官方标配,568.00,100+,乐易官方旗舰店,10185920620417,"['性价比长续航', '256G大内存', '6.5高清大屏']",蓝色,100+
vivo S50 12GB+256GB 告白 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,2799.00,,vivo通讯京东自营专区,100227012415,"['轻薄设计', '主摄级长焦', '长焦Live', '第三代骁龙8s']",告白,1万+
vivo S50 12GB+256GB 悠悠蓝 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,2799.00,,vivo通讯京东自营专区,100227012411,"['OLED直屏', '长焦Live', '主摄级长焦', '第三代骁龙8s']",悠悠蓝,1万+
荣耀GT 荣耀幻影引擎 第三代骁龙8 荣耀AI绿洲护眼电竞屏 12+512 幻影黑 5G AI 新款游戏手机 国家补贴,1999.00,40万+,荣耀京东自营旗舰店,100162425498,"['FHD+高清', '绿洲护眼电竞屏', 'OLED直屏', '12GB大内存']",幻影黑,2万+
华为智选手机新机2025上市5Ghi畅享80S系列【12期|免息】原装正品地震预警红外遥控抗摔防水耐用双五星 晴空蓝12G(6+6)+128G 【官方标配】+180天只换不修,899.00,1万+,好机汇手机旗舰店,10160905158187,,晴空蓝12G(6+6)+128G,1万+
华为（HUAWEI）手机华为mate70 pro可选 70X 活力版 24期免息 2026新机上市 6100mAh大电池 五星耐摔鸿蒙通信手机 冰晶蓝【512GB】 12期免息【赠1年延保+季度碎屏险,2699.00,,福购手机专营店,10205970454215,"['5000万影像', '大电池长续航', '玄甲机身五星耐摔', '曲面屏幕', '高清显示', '快充技术', '时尚机身', '大气外观', '巨鲸续航']",冰晶蓝【512GB】,21
vivo S50 16GB+512GB 告白 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3399.00,,vivo通讯京东自营专区,100227012395,"['轻薄机身', '超声波指纹', 'AI拍照', '主摄级长焦']",告白,1万+
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 冰晶蓝【8+256GB】 12期|免息【赠季度碎屏险+延保+蓝牙耳机】,2159.00,200+,乾诚手机专营店,10210918743829,"['新品5G手机', '智能红外遥控', '鸿蒙生态']",冰晶蓝【8+256GB】,100+
一加 13 16GB+512GB 黑曜秘境 oppo 国家补贴 高通骁龙®8至尊版 6000mAh 冰川电池 智能AI游戏5G手机 京东自营,4199.00,30万+,一加手机京东自营旗舰店,100149996442,"['100万+手机达人浏览', '9千+人收藏']",黑曜秘境,20万+
OPPO Reno15 12GB+256GB 极光蓝 2亿像素 实况拼图 5G智能小直屏 学生游戏 AI拍照手机 新品国家补贴,2999.00,,OPPO京东自营旗舰店,100219066041,"['OLED直屏', '防水防尘', '运动芭蕾美学', '高频调光']",极光蓝,10万+
华为（HUAWEI）Mate70pro 24期免息可选 2026新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 典雅黑【12GB+256GB】荣耀X60Pro 24期免息【1,2672.00,400+,理妙实手机专营店,10203572405738,"['十面抗摔防水', '大电池续航', '一亿像素AI影像', '6600毫安电池']",典雅黑【12GB+256GB】荣耀X60Pro,200+
