标题,原价,销量,店名,id,卖点,颜色,评论,销量_数字
华为手机华为Mate70pro 自选鸿蒙新品手机70X 活力 2025上市 一键北斗 大电池长续航 五星抗摔 补贴 【曜金黑 128GB】 蓝牙套装版【180天只换不修+三年质保+碎屏险】,1968.0,200+,泓朗手机通讯专营店,10195578631435.0,,【曜金黑 128GB】,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 雪域白【8+256GB】 12期|免息【赠季度碎屏险+延保+蓝牙耳机】,2159.0,200+,乾诚手机专营店,10210918743826.0,"['新品5G手机', '智能红外遥控', '鸿蒙生态', '时尚后摄', '简约屏幕', '大气外观', '巨鲸续航', '抗摔防水']",雪域白【8+256GB】,100+,200
华为nova 15 国家补贴 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机 带感绿 12GB+256GB 官方标配,2549.0,100+,来话旗舰店,10206377383219.0,,带感绿,73,100
华为手机5G新品80 Pro 24期免息手机华为2026新机上市昆仑玻璃十倍耐摔臻彩护眼屏 巨鲸续航补贴80 12+512GB 星海蓝 官方标配【赠90碎屏险+3年保修+蓝牙耳机】,2216.0,100+,乾诚手机专营店,10211336121078.0,"['新品5G手机', '昆仑玻璃护眼屏', '鸿蒙生态']",12+512GB 星海蓝,100+,100
华为智选 X70 华为智选手机 新品5G 十面抗摔防水 80W无线快充 NFC  OLED护眼屏 8300mAh电池 AI防抖拍照  12GB+512GB-朱砂红,2177.0,100+,凡欧手机专营店,10203538560976.0,"['2千+人浏览', '400+手机达人加购', '600+人加购']",12GB+512GB-朱砂红,100+,100
华为Mate80 Pro 旗舰新品 重磅上市,2459.0,100+,良纽手机专营店,10210085804955.0,"['旗舰', '400+手机达人浏览', '只换不修']",珍珠白12+256GB,100+,100
华为智选 70 Plus  华为智选手机 5G手机 防水 防摔 NFC  五星超抗摔 7000mAh超耐用长续航  双扬大音量  幻夜黑8+256GB-70 Plus,1335.0,100+,亿冠手机专营店,10210262481491.0,"['大音量', '长续航', '400+手机达人加购']",幻夜黑8+256GB-70 Plus,100+,100
华为手机5G智选新品 80plus 2026新机上市 6620mAh巨鲸续航 红外遥控 玄甲架构 华为补贴手机mate80 幻夜黑 24GB(12+12)+512GB 耳机套餐【365天只换不修+碎屏,2184.0,100+,迪旺手机专营店,10208271518916.0,"['巨鲸续航', '玄甲架构', '红外遥控', '大内存储']",幻夜黑 24GB(12+12)+512GB,100+,100
华为手机5G新品80 Pro 24期免息手机华为2026新机上市昆仑玻璃十倍耐摔臻彩护眼屏 巨鲸续航补贴80 12+512GB 星空黑【爆款热销】 官方标配【赠90碎屏险+3年保修+蓝牙耳机】,2216.0,100+,乾诚手机专营店,10211336121072.0,"['鸿蒙生态', '昆仑玻璃护眼屏', '新品5G手机']",12+512GB 星空黑【爆款热销】,100+,100
华为手机5G智选新品 80plus 2026新机上市 6620mAh巨鲸续航 红外遥控 玄甲架构 华为补贴手机mate80 幻夜黑 24GB(12+12)+256GB 耳机套餐【365天只换不修+碎屏,1959.0,100+,迪旺手机专营店,10208271518907.0,"['幻夜黑色', 'FHD+屏幕', '5000万像素', '玄甲架构']",幻夜黑 24GB(12+12)+256GB,100+,100
华为手机5G新品80 Pro 24期免息手机华为2026新机上市昆仑玻璃十倍耐摔臻彩护眼屏 巨鲸续航补贴80 12+512GB 晨光白 官方标配【赠90碎屏险+3年保修+蓝牙耳机】,2216.0,100+,乾诚手机专营店,10211336121075.0,"['新品5G手机', '昆仑玻璃护眼屏', '鸿蒙生态']",12+512GB 晨光白,100+,100
华为手机华为 新品 Nova14 鸿蒙活力系列 前后双5000万超清影像 鸿蒙安全 66W超级快充 补贴14pro 12+256GB 羽纱黑 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.0,100+,乾诚手机专营店,10209725795176.0,"['66W超级快充', '红外遥控', '鸿蒙安全', '防水防尘']",12+256GB 羽纱黑,100+,100
华为（HUAWEI）Mate80 Pro 版本选购24期【免息】70X 尊享版6100mAh华为巨鲸长续航麒麟8000芯片鸿蒙手机 曜金黑【512GB】 耳机套装【90天碎屏险+两年延保+运费险】,3095.0,100+,福购手机专营店,10210093795732.0,"['鸿蒙系统', '巨鲸续航', '曲面屏幕', '麒麟8000芯片']",曜金黑【512GB】,78,100
乐易2026新款M15 pro电竞游戏5G全网通智能手机全网通256GB高清大屏千百元学生价原装旗舰正品官方 黑色 12GB+128GB,608.0,100+,乐易官方旗舰店,10209055153099.0,"['256G大内存', '百元旗舰新机', '高清护眼大屏']",黑色,100+,100
乐易X200 Pro八核纯净系统智能手机6.5英寸高清拍照长续航双卡双待256GB大内存性价比学生老人备用机 蓝色 8GB+128GB 官方标配,568.0,100+,乐易官方旗舰店,10185920620417.0,"['性价比长续航', '256G大内存', '6.5高清大屏']",蓝色,100+,100
华为手机华为 鸿蒙系统 2025新品上市 80 双五星超耐摔 6620电池超能续航 玄甲架构Pura补贴免息80pro 天际白【512GB】 24期|免息【赠季度碎屏险+延保+蓝牙耳机】,2799.0,100+,乾诚手机专营店,10211355836144.0,"['巨鲸长续航', '新品鸿蒙旗舰', '玄甲架构']",天际白【512GB】,100+,100
vivoX300 Pro 16GB+512GB  天玑9500拍照Ai手机 2026新品 蔡司2亿APO超级长焦 蓝图影像双芯 玄武黑Y500 12GB＋512GB,2029.0,100+,京狐科技小店,10208862364956.0,"['蔡司镜头', 'IP68防护', '轻薄设计', 'OLED直屏']",玄武黑Y500,100+,100
华为手机华为 新品 Nova14 鸿蒙活力系列 前后双5000万超清影像 鸿蒙安全 66W超级快充 补贴14pro 12+512GB 羽纱黑 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2922.0,100+,乾诚手机专营店,10209725795185.0,"['新品鸿蒙旗舰', '全焦段影像', '鸿蒙安全', '优质快充', '超清影像', '前后双5千万影像', '66W超级快充']",12+512GB 羽纱黑,100+,100
华为手机华为智选 5G新品 Hi畅享 80 Pro 昆仑玻璃十倍耐摔 护眼屏 6100mAh+40W巨鲸续航店内Mate可选 星空黑【512GB】 官方标配+蓝牙耳机,2749.0,100+,联讯手机专营店,10210364079049.0,"['1千+手机达人浏览', '护眼屏', '官方标配']",星空黑【512GB】,100+,100
华为（HUAWEI）Mate80 Pro 版本选购24期【免息】70X 尊享版6100mAh华为巨鲸长续航麒麟8000芯片鸿蒙手机 星海蓝【512GB】 耳机套装【90天碎屏险+两年延保+运费险】,3095.0,100+,福购手机专营店,10210093795735.0,"['麒麟8000芯片', '鸿蒙系统', 'IP64防护', '巨鲸续航']",星海蓝【512GB】,78,100
